PWS ID,Name,Facility Type,Facility Name,Sample Point ID,Analyte Name,Collection Date (Date & Time),Measure,Unit Of Measure,Max or Action Level,Population,County,Sample Size
CO0135476,CARTER LAKE FILTER PLANT,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2014",21.8,UG/L,15,0,LARIMER,33
CO0135476,CARTER LAKE FILTER PLANT,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2011",6,UG/L,15,0,LARIMER,32
CO0135476,CARTER LAKE FILTER PLANT,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2008",5.97,UG/L,15,0,LARIMER,31
CO0135476,CARTER LAKE FILTER PLANT,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2005",8,UG/L,15,0,LARIMER,30
CO0135476,CARTER LAKE FILTER PLANT,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2002",4,UG/L,15,0,LARIMER,30
CO0135476,CARTER LAKE FILTER PLANT,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 1999",6,UG/L,15,0,LARIMER,30
CO0135476,CARTER LAKE FILTER PLANT,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 1996",9,UG/L,15,0,LARIMER,30
CO0135476,CARTER LAKE FILTER PLANT,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 1994",5,UG/L,15,0,LARIMER,30
CO0135476,CARTER LAKE FILTER PLANT,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 1993",5,UG/L,15,0,LARIMER,60
CO0135476,CARTER LAKE FILTER PLANT,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 1992",10,UG/L,15,0,LARIMER,60
CO0108375,CASA DEL RIO SUBD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2021",0.5,UG/L,15,73,CHAFFEE,5
CO0108375,CASA DEL RIO SUBD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 2020",1,UG/L,15,73,CHAFFEE,5
CO0108375,CASA DEL RIO SUBD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2020",1.5,UG/L,15,73,CHAFFEE,5
CO0108375,CASA DEL RIO SUBD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2019",0,UG/L,15,73,CHAFFEE,5
CO0108375,CASA DEL RIO SUBD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2018",1.5,UG/L,15,73,CHAFFEE,5
CO0108375,CASA DEL RIO SUBD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2017",0.5,UG/L,15,73,CHAFFEE,5
CO0108375,CASA DEL RIO SUBD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2016",1.5,UG/L,15,73,CHAFFEE,5
CO0108375,CASA DEL RIO SUBD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2015",3.1,UG/L,15,73,CHAFFEE,5
CO0108375,CASA DEL RIO SUBD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2014",4.5,UG/L,15,73,CHAFFEE,5
CO0108375,CASA DEL RIO SUBD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2012",7,UG/L,15,73,CHAFFEE,5
CO0108375,CASA DEL RIO SUBD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 2011",10,UG/L,15,73,CHAFFEE,5
CO0108375,CASA DEL RIO SUBD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2011",5,UG/L,15,73,CHAFFEE,5
CO0108375,CASA DEL RIO SUBD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2011",3.2,UG/L,15,73,CHAFFEE,5
CO0108375,CASA DEL RIO SUBD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2010",4,UG/L,15,73,CHAFFEE,5
CO0108375,CASA DEL RIO SUBD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 2009",4,UG/L,15,73,CHAFFEE,5
CO0108375,CASA DEL RIO SUBD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2009",3,UG/L,15,73,CHAFFEE,5
CO0108375,CASA DEL RIO SUBD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 2008",9.4,UG/L,15,73,CHAFFEE,5
CO0108375,CASA DEL RIO SUBD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2008",3,UG/L,15,73,CHAFFEE,5
CO0121100,CASCADE METRO DISTRICT NO 1,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2020",0.6,UG/L,15,1800,EL PASO,10
CO0121100,CASCADE METRO DISTRICT NO 1,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2019",0.5,UG/L,15,1800,EL PASO,10
CO0121100,CASCADE METRO DISTRICT NO 1,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2018",2.3,UG/L,15,1800,EL PASO,10
CO0121100,CASCADE METRO DISTRICT NO 1,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2017",2.3,UG/L,15,1800,EL PASO,10
CO0121100,CASCADE METRO DISTRICT NO 1,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2014",6,UG/L,15,1800,EL PASO,5
CO0121100,CASCADE METRO DISTRICT NO 1,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2011",2.6,UG/L,15,1800,EL PASO,10
CO0121100,CASCADE METRO DISTRICT NO 1,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2010",4,UG/L,15,1800,EL PASO,5
CO0121100,CASCADE METRO DISTRICT NO 1,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2009",2.2,UG/L,15,1800,EL PASO,5
CO0121100,CASCADE METRO DISTRICT NO 1,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2008",2,UG/L,15,1800,EL PASO,5
CO0121100,CASCADE METRO DISTRICT NO 1,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2007",4.7,UG/L,15,1800,EL PASO,5
CO0121100,CASCADE METRO DISTRICT NO 1,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2006",2.5,UG/L,15,1800,EL PASO,5
CO0121100,CASCADE METRO DISTRICT NO 1,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 2005",13,UG/L,15,1800,EL PASO,10
CO0121100,CASCADE METRO DISTRICT NO 1,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2005",8.5,UG/L,15,1800,EL PASO,10
CO0121100,CASCADE METRO DISTRICT NO 1,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 2004",3,UG/L,15,1800,EL PASO,10
CO0121100,CASCADE METRO DISTRICT NO 1,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2000",4,UG/L,15,1800,EL PASO,0
CO0121100,CASCADE METRO DISTRICT NO 1,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 1997",3,UG/L,15,1800,EL PASO,5
CO0121100,CASCADE METRO DISTRICT NO 1,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 1997",4,UG/L,15,1800,EL PASO,10
CO0121100,CASCADE METRO DISTRICT NO 1,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 1994",4,UG/L,15,1800,EL PASO,10
CO0121100,CASCADE METRO DISTRICT NO 1,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 1993",4,UG/L,15,1800,EL PASO,10
CO0121100,CASCADE METRO DISTRICT NO 1,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 1992",4,UG/L,15,1800,EL PASO,10
CO0121100,CASCADE METRO DISTRICT NO 1,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 1992",5,UG/L,15,1800,EL PASO,10
CO0118006,CASTLE PINES NORTH MD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2021",1,UG/L,15,9800,DOUGLAS,20
CO0118006,CASTLE PINES NORTH MD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2020",2.3,UG/L,15,9800,DOUGLAS,20
CO0118006,CASTLE PINES NORTH MD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2019",2.1,UG/L,15,9800,DOUGLAS,20
CO0118006,CASTLE PINES NORTH MD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2018",1.7,UG/L,15,9800,DOUGLAS,20
CO0118006,CASTLE PINES NORTH MD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2017",1.8,UG/L,15,9800,DOUGLAS,20
CO0118006,CASTLE PINES NORTH MD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2014",3,UG/L,15,9800,DOUGLAS,20
CO0118006,CASTLE PINES NORTH MD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2011",6,UG/L,15,9800,DOUGLAS,20
CO0118006,CASTLE PINES NORTH MD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2008",1,UG/L,15,9800,DOUGLAS,10
CO0118006,CASTLE PINES NORTH MD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2007",2,UG/L,15,9800,DOUGLAS,10
CO0118006,CASTLE PINES NORTH MD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2006",2,UG/L,15,9800,DOUGLAS,10
CO0118006,CASTLE PINES NORTH MD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2005",2,UG/L,15,9800,DOUGLAS,10
CO0118006,CASTLE PINES NORTH MD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2001",2,UG/L,15,9800,DOUGLAS,10
CO0118006,CASTLE PINES NORTH MD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 1998",4,UG/L,15,9800,DOUGLAS,10
CO0118006,CASTLE PINES NORTH MD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 1995",4,UG/L,15,9800,DOUGLAS,10
CO0118006,CASTLE PINES NORTH MD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 1994",5,UG/L,15,9800,DOUGLAS,10
CO0118006,CASTLE PINES NORTH MD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 1994",5,UG/L,15,9800,DOUGLAS,20
CO0118006,CASTLE PINES NORTH MD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 1993",6,UG/L,15,9800,DOUGLAS,20
CO0118005,CASTLE PINES VILLAGE MD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2021",1.3,UG/L,15,5074,DOUGLAS,20
CO0118005,CASTLE PINES VILLAGE MD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2020",1.2,UG/L,15,5074,DOUGLAS,20
CO0118005,CASTLE PINES VILLAGE MD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2019",1,UG/L,15,5074,DOUGLAS,20
CO0118005,CASTLE PINES VILLAGE MD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2018",2.1,UG/L,15,5074,DOUGLAS,20
CO0118005,CASTLE PINES VILLAGE MD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2017",2.4,UG/L,15,5074,DOUGLAS,20
CO0118005,CASTLE PINES VILLAGE MD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2014",1.2,UG/L,15,5074,DOUGLAS,10
CO0118005,CASTLE PINES VILLAGE MD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2011",1.5,UG/L,15,5074,DOUGLAS,10
CO0118005,CASTLE PINES VILLAGE MD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2008",2,UG/L,15,5074,DOUGLAS,10
CO0118005,CASTLE PINES VILLAGE MD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2005",2,UG/L,15,5074,DOUGLAS,10
CO0118005,CASTLE PINES VILLAGE MD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2002",3.7,UG/L,15,5074,DOUGLAS,10
CO0118005,CASTLE PINES VILLAGE MD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2001",3,UG/L,15,5074,DOUGLAS,5
CO0118005,CASTLE PINES VILLAGE MD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 1998",7,UG/L,15,5074,DOUGLAS,5
CO0118005,CASTLE PINES VILLAGE MD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 1995",5,UG/L,15,5074,DOUGLAS,5
CO0118005,CASTLE PINES VILLAGE MD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 1994",10,UG/L,15,5074,DOUGLAS,10
CO0118005,CASTLE PINES VILLAGE MD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 1994",8,UG/L,15,5074,DOUGLAS,4
CO0118005,CASTLE PINES VILLAGE MD,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 1993",7,UG/L,15,5074,DOUGLAS,10
CO0118010,CASTLE ROCK TOWN OF,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2021",2,UG/L,15,95793,DOUGLAS,60
CO0118010,CASTLE ROCK TOWN OF,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 2020",2,UG/L,15,95793,DOUGLAS,60
CO0118010,CASTLE ROCK TOWN OF,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2020",4,UG/L,15,95793,DOUGLAS,60
CO0118010,CASTLE ROCK TOWN OF,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 2019",3,UG/L,15,95793,DOUGLAS,60
CO0118010,CASTLE ROCK TOWN OF,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2019",3,UG/L,15,95793,DOUGLAS,60
CO0118010,CASTLE ROCK TOWN OF,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 2018",2,UG/L,15,95793,DOUGLAS,60
CO0118010,CASTLE ROCK TOWN OF,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2018",2,UG/L,15,95793,DOUGLAS,61
CO0118010,CASTLE ROCK TOWN OF,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 2017",2.5,UG/L,15,95793,DOUGLAS,60
CO0118010,CASTLE ROCK TOWN OF,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2017",2.2,UG/L,15,95793,DOUGLAS,60
CO0118010,CASTLE ROCK TOWN OF,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 2016",2.7,UG/L,15,95793,DOUGLAS,60
CO0118010,CASTLE ROCK TOWN OF,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2015",2.6,UG/L,15,95793,DOUGLAS,35
CO0118010,CASTLE ROCK TOWN OF,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 2014",2.3,UG/L,15,95793,DOUGLAS,60
CO0118010,CASTLE ROCK TOWN OF,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2014",3.3,UG/L,15,95793,DOUGLAS,60
CO0118010,CASTLE ROCK TOWN OF,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 2013",2.7,UG/L,15,95793,DOUGLAS,63
CO0118010,CASTLE ROCK TOWN OF,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2011",3,UG/L,15,95793,DOUGLAS,30
CO0118010,CASTLE ROCK TOWN OF,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2008",2,UG/L,15,95793,DOUGLAS,31
CO0118010,CASTLE ROCK TOWN OF,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2005",4,UG/L,15,95793,DOUGLAS,32
CO0118010,CASTLE ROCK TOWN OF,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2002",5,UG/L,15,95793,DOUGLAS,30
CO0118010,CASTLE ROCK TOWN OF,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 1999",6,UG/L,15,95793,DOUGLAS,30
CO0118010,CASTLE ROCK TOWN OF,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 1996",1,UG/L,15,95793,DOUGLAS,30
CO0118010,CASTLE ROCK TOWN OF,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 1994",5,UG/L,15,95793,DOUGLAS,30
CO0118010,CASTLE ROCK TOWN OF,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 1993",6,UG/L,15,95793,DOUGLAS,60
CO0118010,CASTLE ROCK TOWN OF,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 1992",5,UG/L,15,95793,DOUGLAS,60
CO0218039,CASTLETON CENTER,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2021",0.5,UG/L,15,500,DOUGLAS,5
CO0218039,CASTLETON CENTER,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2020",0,UG/L,15,500,DOUGLAS,5
CO0218039,CASTLETON CENTER,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2019",0.5,UG/L,15,500,DOUGLAS,5
CO0218039,CASTLETON CENTER,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2018",0,UG/L,15,500,DOUGLAS,5
CO0218039,CASTLETON CENTER,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2017",15,UG/L,15,500,DOUGLAS,5
CO0218039,CASTLETON CENTER,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2014",0.5,UG/L,15,500,DOUGLAS,5
CO0218039,CASTLETON CENTER,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2011",3,UG/L,15,500,DOUGLAS,5
CO0218039,CASTLETON CENTER,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2009",0.6,UG/L,15,500,DOUGLAS,5
CO0218039,CASTLETON CENTER,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2008",1,UG/L,15,500,DOUGLAS,5
CO0218039,CASTLETON CENTER,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2007",1,UG/L,15,500,DOUGLAS,5
CO0218039,CASTLETON CENTER,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2006",1,UG/L,15,500,DOUGLAS,5
CO0218039,CASTLETON CENTER,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2001",5,UG/L,15,500,DOUGLAS,2
CO0218039,CASTLETON CENTER,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 1998",7,UG/L,15,500,DOUGLAS,2
CO0218039,CASTLETON CENTER,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 1995",11,UG/L,15,500,DOUGLAS,2
CO0218039,CASTLETON CENTER,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 1994",5,UG/L,15,500,DOUGLAS,2
CO0218039,CASTLETON CENTER,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 1993",6,UG/L,15,500,DOUGLAS,2
CO0218167,CASTLEWOOD CHRISTIAN SCHOOL,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2011",3,UG/L,15,19,DOUGLAS,5
CO0218167,CASTLEWOOD CHRISTIAN SCHOOL,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 2010",5,UG/L,15,19,DOUGLAS,5
CO0154466,CATAMOUNT MD LAKE PROPERTY,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2021",1,UG/L,15,215,ROUTT,5
CO0154466,CATAMOUNT MD LAKE PROPERTY,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2020",1,UG/L,15,215,ROUTT,5
CO0154466,CATAMOUNT MD LAKE PROPERTY,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2019",0.6,UG/L,15,215,ROUTT,5
CO0154466,CATAMOUNT MD LAKE PROPERTY,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2018",1.5,UG/L,15,215,ROUTT,5
CO0154466,CATAMOUNT MD LAKE PROPERTY,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2017",1.7,UG/L,15,215,ROUTT,5
CO0154466,CATAMOUNT MD LAKE PROPERTY,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2014",2.5,UG/L,15,215,ROUTT,5
CO0154466,CATAMOUNT MD LAKE PROPERTY,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2013",2.4,UG/L,15,215,ROUTT,5
CO0154466,CATAMOUNT MD LAKE PROPERTY,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2012",1,UG/L,15,215,ROUTT,5
CO0154466,CATAMOUNT MD LAKE PROPERTY,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2011",2,UG/L,15,215,ROUTT,5
CO0154466,CATAMOUNT MD LAKE PROPERTY,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2010",2,UG/L,15,215,ROUTT,5
CO0154466,CATAMOUNT MD LAKE PROPERTY,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 2006",1.9,UG/L,15,215,ROUTT,5
CO0154466,CATAMOUNT MD LAKE PROPERTY,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2005",1.2,UG/L,15,215,ROUTT,5
CO0154466,CATAMOUNT MD LAKE PROPERTY,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 2003",6.8,UG/L,15,215,ROUTT,10
CO0154466,CATAMOUNT MD LAKE PROPERTY,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jan 1, 2003",4,UG/L,15,215,ROUTT,10
CO0154467,CATAMOUNT MD RANCH PROPERTY,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jun 1, 2021",1.4,UG/L,15,127,ROUTT,5
CO0154467,CATAMOUNT MD RANCH PROPERTY,DS,DISTRIBUTION SYSTEM,Summary,LEAD 90TH PERCENTILE SUMMARY,"Jul 1, 2020",0.8,UG/L,15,127,ROUTT,10
