"StateFIPS","State","CensusTract","Census Tract","Year","Value","Data Comment","Relative Threshold","Heat Metric"
"08","Colorado","08031000303","Denver County, CO - 8031000303","2019","25","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000401","Denver County, CO - 8031000401","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000401","Denver County, CO - 8031000401","2016","19","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000401","Denver County, CO - 8031000401","2017","16","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000401","Denver County, CO - 8031000401","2018","25","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000401","Denver County, CO - 8031000401","2019","25","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000402","Denver County, CO - 8031000402","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000402","Denver County, CO - 8031000402","2016","19","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000402","Denver County, CO - 8031000402","2017","16","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000402","Denver County, CO - 8031000402","2018","25","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000402","Denver County, CO - 8031000402","2019","25","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000501","Denver County, CO - 8031000501","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000501","Denver County, CO - 8031000501","2016","18","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000501","Denver County, CO - 8031000501","2017","16","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000501","Denver County, CO - 8031000501","2018","27","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000501","Denver County, CO - 8031000501","2019","27","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000502","Denver County, CO - 8031000502","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000502","Denver County, CO - 8031000502","2016","19","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000502","Denver County, CO - 8031000502","2017","16","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000502","Denver County, CO - 8031000502","2018","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000502","Denver County, CO - 8031000502","2019","27","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000600","Denver County, CO - 8031000600","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000600","Denver County, CO - 8031000600","2016","19","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000600","Denver County, CO - 8031000600","2017","16","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000600","Denver County, CO - 8031000600","2018","25","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000600","Denver County, CO - 8031000600","2019","25","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000701","Denver County, CO - 8031000701","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000701","Denver County, CO - 8031000701","2016","18","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000701","Denver County, CO - 8031000701","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000701","Denver County, CO - 8031000701","2018","27","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000701","Denver County, CO - 8031000701","2019","28","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000702","Denver County, CO - 8031000702","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000702","Denver County, CO - 8031000702","2016","18","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000702","Denver County, CO - 8031000702","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000702","Denver County, CO - 8031000702","2018","27","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000702","Denver County, CO - 8031000702","2019","28","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000800","Denver County, CO - 8031000800","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000800","Denver County, CO - 8031000800","2016","18","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000800","Denver County, CO - 8031000800","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000800","Denver County, CO - 8031000800","2018","27","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000800","Denver County, CO - 8031000800","2019","28","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000902","Denver County, CO - 8031000902","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000902","Denver County, CO - 8031000902","2016","18","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000902","Denver County, CO - 8031000902","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000902","Denver County, CO - 8031000902","2018","27","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000902","Denver County, CO - 8031000902","2019","28","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000903","Denver County, CO - 8031000903","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000903","Denver County, CO - 8031000903","2016","18","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000903","Denver County, CO - 8031000903","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000903","Denver County, CO - 8031000903","2018","27","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000903","Denver County, CO - 8031000903","2019","28","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000904","Denver County, CO - 8031000904","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000904","Denver County, CO - 8031000904","2016","18","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000904","Denver County, CO - 8031000904","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000904","Denver County, CO - 8031000904","2018","27","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000904","Denver County, CO - 8031000904","2019","28","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000905","Denver County, CO - 8031000905","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000905","Denver County, CO - 8031000905","2016","18","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000905","Denver County, CO - 8031000905","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000905","Denver County, CO - 8031000905","2018","27","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031000905","Denver County, CO - 8031000905","2019","28","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001000","Denver County, CO - 8031001000","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001000","Denver County, CO - 8031001000","2016","18","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001000","Denver County, CO - 8031001000","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001000","Denver County, CO - 8031001000","2018","27","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001000","Denver County, CO - 8031001000","2019","28","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001101","Denver County, CO - 8031001101","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001101","Denver County, CO - 8031001101","2016","19","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001101","Denver County, CO - 8031001101","2017","16","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001101","Denver County, CO - 8031001101","2018","25","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001101","Denver County, CO - 8031001101","2019","25","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001102","Denver County, CO - 8031001102","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001102","Denver County, CO - 8031001102","2016","19","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001102","Denver County, CO - 8031001102","2017","16","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001102","Denver County, CO - 8031001102","2018","25","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001102","Denver County, CO - 8031001102","2019","25","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001301","Denver County, CO - 8031001301","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001301","Denver County, CO - 8031001301","2016","18","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001301","Denver County, CO - 8031001301","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001301","Denver County, CO - 8031001301","2018","27","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001301","Denver County, CO - 8031001301","2019","28","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001302","Denver County, CO - 8031001302","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001302","Denver County, CO - 8031001302","2016","18","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001302","Denver County, CO - 8031001302","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001302","Denver County, CO - 8031001302","2018","27","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001302","Denver County, CO - 8031001302","2019","27","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001401","Denver County, CO - 8031001401","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001401","Denver County, CO - 8031001401","2016","18","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001401","Denver County, CO - 8031001401","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001401","Denver County, CO - 8031001401","2018","27","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001401","Denver County, CO - 8031001401","2019","28","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001402","Denver County, CO - 8031001402","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001402","Denver County, CO - 8031001402","2016","18","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001402","Denver County, CO - 8031001402","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001402","Denver County, CO - 8031001402","2018","27","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001402","Denver County, CO - 8031001402","2019","28","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001403","Denver County, CO - 8031001403","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001403","Denver County, CO - 8031001403","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001403","Denver County, CO - 8031001403","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001403","Denver County, CO - 8031001403","2018","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001403","Denver County, CO - 8031001403","2019","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001500","Denver County, CO - 8031001500","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001500","Denver County, CO - 8031001500","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001500","Denver County, CO - 8031001500","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001500","Denver County, CO - 8031001500","2018","25","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001500","Denver County, CO - 8031001500","2019","24","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001600","Denver County, CO - 8031001600","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001600","Denver County, CO - 8031001600","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001600","Denver County, CO - 8031001600","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001600","Denver County, CO - 8031001600","2018","25","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001600","Denver County, CO - 8031001600","2019","24","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001701","Denver County, CO - 8031001701","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001701","Denver County, CO - 8031001701","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001701","Denver County, CO - 8031001701","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001701","Denver County, CO - 8031001701","2018","25","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001701","Denver County, CO - 8031001701","2019","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001702","Denver County, CO - 8031001702","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001702","Denver County, CO - 8031001702","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001702","Denver County, CO - 8031001702","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001702","Denver County, CO - 8031001702","2018","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001702","Denver County, CO - 8031001702","2019","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001800","Denver County, CO - 8031001800","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001800","Denver County, CO - 8031001800","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001800","Denver County, CO - 8031001800","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001800","Denver County, CO - 8031001800","2018","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001800","Denver County, CO - 8031001800","2019","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001901","Denver County, CO - 8031001901","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001901","Denver County, CO - 8031001901","2016","18","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001901","Denver County, CO - 8031001901","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001901","Denver County, CO - 8031001901","2018","27","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001901","Denver County, CO - 8031001901","2019","28","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001902","Denver County, CO - 8031001902","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001902","Denver County, CO - 8031001902","2016","18","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001902","Denver County, CO - 8031001902","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001902","Denver County, CO - 8031001902","2018","27","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031001902","Denver County, CO - 8031001902","2019","28","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002000","Denver County, CO - 8031002000","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002000","Denver County, CO - 8031002000","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002000","Denver County, CO - 8031002000","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002000","Denver County, CO - 8031002000","2018","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002000","Denver County, CO - 8031002000","2019","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002100","Denver County, CO - 8031002100","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002100","Denver County, CO - 8031002100","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002100","Denver County, CO - 8031002100","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002100","Denver County, CO - 8031002100","2018","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002100","Denver County, CO - 8031002100","2019","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002300","Denver County, CO - 8031002300","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002300","Denver County, CO - 8031002300","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002300","Denver County, CO - 8031002300","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002300","Denver County, CO - 8031002300","2018","25","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002300","Denver County, CO - 8031002300","2019","24","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002402","Denver County, CO - 8031002402","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002402","Denver County, CO - 8031002402","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002402","Denver County, CO - 8031002402","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002402","Denver County, CO - 8031002402","2018","25","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002402","Denver County, CO - 8031002402","2019","24","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002403","Denver County, CO - 8031002403","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002403","Denver County, CO - 8031002403","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002403","Denver County, CO - 8031002403","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002403","Denver County, CO - 8031002403","2018","25","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002403","Denver County, CO - 8031002403","2019","24","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002601","Denver County, CO - 8031002601","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002601","Denver County, CO - 8031002601","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002601","Denver County, CO - 8031002601","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002601","Denver County, CO - 8031002601","2018","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002601","Denver County, CO - 8031002601","2019","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002602","Denver County, CO - 8031002602","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002602","Denver County, CO - 8031002602","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002602","Denver County, CO - 8031002602","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002602","Denver County, CO - 8031002602","2018","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002602","Denver County, CO - 8031002602","2019","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002701","Denver County, CO - 8031002701","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002701","Denver County, CO - 8031002701","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002701","Denver County, CO - 8031002701","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002701","Denver County, CO - 8031002701","2018","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002701","Denver County, CO - 8031002701","2019","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002702","Denver County, CO - 8031002702","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002702","Denver County, CO - 8031002702","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002702","Denver County, CO - 8031002702","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002702","Denver County, CO - 8031002702","2018","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002702","Denver County, CO - 8031002702","2019","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002703","Denver County, CO - 8031002703","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002703","Denver County, CO - 8031002703","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002703","Denver County, CO - 8031002703","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002703","Denver County, CO - 8031002703","2018","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002703","Denver County, CO - 8031002703","2019","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002801","Denver County, CO - 8031002801","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002801","Denver County, CO - 8031002801","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002801","Denver County, CO - 8031002801","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002801","Denver County, CO - 8031002801","2018","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002801","Denver County, CO - 8031002801","2019","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002802","Denver County, CO - 8031002802","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002802","Denver County, CO - 8031002802","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002802","Denver County, CO - 8031002802","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002802","Denver County, CO - 8031002802","2018","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002802","Denver County, CO - 8031002802","2019","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002803","Denver County, CO - 8031002803","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002803","Denver County, CO - 8031002803","2016","20","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002803","Denver County, CO - 8031002803","2017","17","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002803","Denver County, CO - 8031002803","2018","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002803","Denver County, CO - 8031002803","2019","26","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
"08","Colorado","08031002901","Denver County, CO - 8031002901","2015","5","","Relative Threshold: 90th Percentile","Heat Metric: Daily Maximum Temperature"
